Date,Close,Volume
10/3/22 16:00,456.78,2147893
10/4/22 16:00,479.86,2727696
10/5/22 16:00,484.8,1849324
10/6/22 16:00,479.5,1725000
10/7/22 16:00,460.48,2842546
10/10/22 16:00,437.7,3345412
10/11/22 16:00,430.76,2804633
10/12/22 16:00,430.57,1504625
10/13/22 16:00,437.97,2798438
10/14/22 16:00,427.1,2281671
10/17/22 16:00,435.37,2412009
10/18/22 16:00,434.83,2034087
10/19/22 16:00,435.3,1270235
10/20/22 16:00,430.3,2340319
10/21/22 16:00,449.73,2697968
10/24/22 16:00,456.52,2528701
10/25/22 16:00,460.07,1824609
10/26/22 16:00,461.18,2931519
10/27/22 16:00,455.4,1851186
10/28/22 16:00,472.9,2309608
10/31/22 16:00,470.12,1925861
11/1/22 16:00,467.9,1632438
11/2/22 16:00,456.03,2109131
11/3/22 16:00,444.12,2388727
11/4/22 16:00,465.3,2889054
11/7/22 16:00,475.22,1768745
11/8/22 16:00,482.11,2074321
11/9/22 16:00,469.47,2369509
11/10/22 16:00,506.57,3397028
11/11/22 16:00,518.09,2672832
11/14/22 16:00,513.22,2160182
11/15/22 16:00,524.42,2331539
11/16/22 16:00,511.73,2540504
11/17/22 16:00,512.11,2038503
11/18/22 16:00,515.16,1453871
11/21/22 16:00,517.44,1862162
11/22/22 16:00,530.05,1891968
11/23/22 16:00,533.64,1396717
11/25/22 13:05,529.91,745539
11/28/22 16:00,522.21,2351064
11/29/22 16:00,521.39,1269585
11/30/22 16:00,551.03,4734939
12/1/22 16:00,550.75,2300645
12/2/22 16:00,540.8,1931953
12/5/22 16:00,530.64,1854983
12/6/22 16:00,525.82,1965513
12/7/22 16:00,518.5,1652385
12/8/22 16:00,531.08,2751431
12/9/22 16:00,544.72,3702830
12/12/22 16:00,556.63,2341842
12/13/22 16:00,571.04,4041629
12/14/22 16:00,574.44,3521831
12/15/22 16:00,558,3690333
12/16/22 16:00,555.91,4954898
12/19/22 16:00,549.63,2509318
12/20/22 16:00,544.02,2983055
12/21/22 16:00,561.23,2561912
12/22/22 16:00,553.09,2755413
12/23/22 16:00,552.43,1376102
12/27/22 16:00,553.54,1667704
12/28/22 16:00,544.89,1541156
12/29/22 16:00,557.81,1817606
12/30/22 16:00,559.13,1437725
1/3/23 16:00,553.48,2017314
1/4/23 16:00,560.24,1707359
1/5/23 16:00,555.02,1627885
1/6/23 16:00,588.43,3526101
1/9/23 16:00,576.89,3773874
1/10/23 16:00,574.93,4463532
1/11/23 16:00,578.14,2250247
1/12/23 16:00,581.94,1951395
1/13/23 16:00,579,1964748
1/17/23 16:00,579.24,1583506
1/18/23 16:00,574.29,1570366
1/19/23 16:00,563.22,2269382
1/20/23 16:00,570.78,2295020
1/23/23 16:00,581.63,2342882
1/24/23 16:00,585.03,1382466
1/25/23 16:00,585.68,1376594
1/26/23 16:00,598.58,2452457
1/27/23 16:00,590.99,1934464
1/30/23 16:00,581.45,1698406
1/31/23 16:00,585.01,2371907
2/1/23 16:00,602.75,2655270
2/2/23 16:00,605.77,2418766
2/3/23 16:00,597.62,1909419
2/6/23 16:00,601.3,1870933
2/7/23 16:00,614.45,2402487
2/8/23 16:00,601.71,1529012
2/9/23 16:00,599.41,1883657
2/10/23 16:00,593.25,2103456
2/13/23 16:00,601.12,1984742
2/14/23 16:00,602.31,1757119
2/15/23 16:00,607.69,1268895
2/16/23 16:00,600.54,1744871
2/17/23 16:00,595.59,1421560
2/21/23 16:00,581.54,2273874
2/22/23 16:00,576.17,2347525
2/23/23 16:00,583.8,1893930
2/24/23 16:00,577.75,1535326
2/27/23 16:00,585.45,1832279
2/28/23 16:00,594.29,2782194
3/1/23 16:00,593.57,1548354
3/2/23 16:00,598.65,2766254
3/3/23 16:00,632.76,4608782
3/6/23 16:00,632.92,2498259
3/7/23 16:00,625.15,1933550
3/8/23 16:00,632.26,2091312
3/9/23 16:00,622.52,2177832
3/10/23 16:00,614.83,2609918
3/13/23 16:00,616.47,2236402
3/14/23 16:00,632.46,2589333
3/15/23 16:00,626.04,2296299
3/16/23 16:00,636.5,3172152
3/17/23 16:00,630.97,7930280
3/20/23 16:00,643.71,2585730
3/21/23 16:00,636.75,2500011
3/22/23 16:00,630.92,2579887
3/23/23 16:00,639.23,2716446
3/24/23 16:00,636.17,1722916
3/27/23 16:00,626.84,1470884
3/28/23 16:00,624.7,1243911
3/29/23 16:00,625.5,2639532
3/30/23 16:00,633.75,2152294
3/31/23 16:00,641.54,2209728
4/3/23 16:00,642.47,1568246
4/4/23 16:00,634.41,1342999
4/5/23 16:00,629.01,1690875
4/6/23 16:00,622.64,1449317
4/10/23 16:00,627.39,1540174
4/11/23 16:00,621.57,1651762
4/12/23 16:00,616.7,1411200
4/13/23 16:00,624.24,1726497
4/14/23 16:00,619.54,1746594
